,product_id,product_category,care_label,product_main_category,product_sub_category,updated_care_label,color,component,weight
0,#113,pants,"main: 40% cotton, 60% polyester, 290 g/m².
contrast: 53% cotton 47% polyester, 290 g/m².
reinforcement knee: 100% cordura®-polyamide, 205 g/m².",pants,,"40% cotton, 60% polyester",,main,290.0
1,#113,pants,"main: 40% cotton, 60% polyester, 290 g/m².
contrast: 53% cotton 47% polyester, 290 g/m².
reinforcement knee: 100% cordura®-polyamide, 205 g/m².",pants,,53% cotton 47% polyester,,contrast,290.0
2,#113,pants,"main: 40% cotton, 60% polyester, 290 g/m².
contrast: 53% cotton 47% polyester, 290 g/m².
reinforcement knee: 100% cordura®-polyamide, 205 g/m².",pants,,100% cordura-polyamide,,reinforcement knee,205.0
3,#212,pants,"main: duratwill, 52% cotton 48% polyamide, 240 g/m².
reinforcement: 100% cordura®-polyamide.",pants,,"duratwill, 52% cotton 48% polyamide",,main,240.0
4,#212,pants,"main: duratwill, 52% cotton 48% polyamide, 240 g/m².
reinforcement: 100% cordura®-polyamide.",pants,,100% cordura-polyamide,,reinforcement,
5,#213,pants,"main: 40% cotton, 60% polyester, 290 g/m².
contrast: 53% cotton, 47% polyester, 290 g/m².
reinforcement knee: 100% cordura®-polyamide, 205 g/m².",pants,,"40% cotton, 60% polyester",,main,290.0
6,#213,pants,"main: 40% cotton, 60% polyester, 290 g/m².
contrast: 53% cotton, 47% polyester, 290 g/m².
reinforcement knee: 100% cordura®-polyamide, 205 g/m².",pants,,"53% cotton, 47% polyester",,contrast,290.0
7,#213,pants,"main: 40% cotton, 60% polyester, 290 g/m².
contrast: 53% cotton, 47% polyester, 290 g/m².
reinforcement knee: 100% cordura®-polyamide, 205 g/m².",pants,,100% cordura-polyamide,,reinforcement knee,205.0
8,#214,pants,"main: canvas+, 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% cordura®-polyamide.",pants,,"canvas, 60% cotton, 40% polyester",,main,340.0
9,#214,pants,"main: canvas+, 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% cordura®-polyamide.",pants,,100% cordura-polyamide,,reinforcement,
10,#312,pants,"main: duratwill, 52% cotton 48% polyamide, 240 g/m². 
reinforcement: 100% cordura®-polyamide.",pants,,"duratwill, 52% cotton 48% polyamide",,main,240.0
11,#312,pants,"main: duratwill, 52% cotton 48% polyamide, 240 g/m². 
reinforcement: 100% cordura®-polyamide.",pants,,100% cordura-polyamide,,reinforcement,
12,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide,,main,220.0
13,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide cordura,,reinforcement,205.0
14,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% solution dyed polyamide,,lining,65.0
15,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
16,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
17,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,mesh,367.0
18,#1100,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,pocket lining,215.0
19,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide,,main,220.0
20,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide cordura,,reinforcement,205.0
21,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% solution dyed polyamide,,lining,65.0
22,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
23,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
24,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,mesh,367.0
25,#1102,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,pocket lining,215.0
26,#1106,jacket,"main: 100% recycled polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.
",jacket,,100% recycled polyamide,,main,175.0
27,#1106,jacket,"main: 100% recycled polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.
",jacket,,100% cordura polyamide,,reinforcement,190.0
28,#1106,jacket,"main: 100% recycled polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.
",jacket,,"90% repreve recycled polyester, 10% recycled polyester",,insulation,120.0
29,#1106,jacket,"main: 100% recycled polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.
",jacket,,"body, sleeves",,main,
30,#1106,jacket,"main: 100% recycled polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.
",jacket,,100% polyamide,,lining,
31,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide,,main,220.0
32,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide cordura,,reinforcement,205.0
33,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% solution dyed polyamide,,lining,65.0
34,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
35,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
36,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,mesh,367.0
37,#1107,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,pocket lining,215.0
38,#1112,jacket,"main: 100% recycled polyamide, 175 gr. 
reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                            
lining: 100% polyamide. ",jacket,,100% recycled polyamide,,main,175.0
39,#1112,jacket,"main: 100% recycled polyamide, 175 gr. 
reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                            
lining: 100% polyamide. ",jacket,,100% cordura polyamide,,reinforcement,190.0
40,#1112,jacket,"main: 100% recycled polyamide, 175 gr. 
reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                            
lining: 100% polyamide. ",jacket,,"90% repreve recycled polyester, 10% recycled polyester",,insulation,120.0
41,#1112,jacket,"main: 100% recycled polyamide, 175 gr. 
reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                            
lining: 100% polyamide. ",jacket,,"body, sleeves",,main,
42,#1112,jacket,"main: 100% recycled polyamide, 175 gr. 
reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                            
lining: 100% polyamide. ",jacket,,100% polyamide,,lining,
43,#1117,jacket,"main: 100% recycled polyamide, 175 gr.                reinforcement: 100% cordura® polyamide, 190 gr.                     insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                                               lining: 100% polyamide.",jacket,,100% recycled polyamide,,main,175.0
44,#1117,jacket,"main: 100% recycled polyamide, 175 gr.                reinforcement: 100% cordura® polyamide, 190 gr.                     insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                                               lining: 100% polyamide.",jacket,,100% cordura polyamide,,reinforcement,190.0
45,#1117,jacket,"main: 100% recycled polyamide, 175 gr.                reinforcement: 100% cordura® polyamide, 190 gr.                     insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                                               lining: 100% polyamide.",jacket,,"90% repreve recycled polyester, 10% recycled polyester",,insulation,120.0
46,#1117,jacket,"main: 100% recycled polyamide, 175 gr.                reinforcement: 100% cordura® polyamide, 190 gr.                     insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                                               lining: 100% polyamide.",jacket,,"body, sleeves",,main,
47,#1117,jacket,"main: 100% recycled polyamide, 175 gr.                reinforcement: 100% cordura® polyamide, 190 gr.                     insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                                               lining: 100% polyamide.",jacket,,100% polyamide,,lining,
48,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide,,main,220.0
49,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyamide cordura,,reinforcement,205.0
50,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% solution dyed polyamide,,lining,65.0
51,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
52,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
53,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,mesh,367.0
54,#1127,jacket,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,,100% polyester,,pocket lining,215.0
55,#1130,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m²",jacket,,100% polyester,,main,230.0
56,#1130,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m²",jacket,,100% cordura polyamide,,reinforcement,205.0
57,#1130,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
58,#1130,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m²",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
59,#1132,jacket,"main: 100% polyester 230 g/m². contrast main: 100% polyamide, 250 g/m². reinforcement: 100% cordura® polyamide 305 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,main,230.0
60,#1132,jacket,"main: 100% polyester 230 g/m². contrast main: 100% polyamide, 250 g/m². reinforcement: 100% cordura® polyamide 305 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyamide,,contrast main,250.0
61,#1132,jacket,"main: 100% polyester 230 g/m². contrast main: 100% polyamide, 250 g/m². reinforcement: 100% cordura® polyamide 305 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% cordura polyamide,,reinforcement,305.0
62,#1132,jacket,"main: 100% polyester 230 g/m². contrast main: 100% polyamide, 250 g/m². reinforcement: 100% cordura® polyamide 305 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
63,#1132,jacket,"main: 100% polyester 230 g/m². contrast main: 100% polyamide, 250 g/m². reinforcement: 100% cordura® polyamide 305 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
64,#1132,jacket,"main: 100% polyester 230 g/m². contrast main: 100% polyamide, 250 g/m². reinforcement: 100% cordura® polyamide 305 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,pocket lining,215.0
65,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,main,230.0
66,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyamide cordura,,reinforcement,205.0
67,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
68,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,90% polyester 10% elastane,,cuff stretch,253.0
69,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,"50% 37.5 polyester, 35% repreve recycled polyester, 15% polyester",,insulation,120.0
70,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,mesh,367.0
71,#1137,jacket,"main: 100% polyester 230 g/m². reinforcement: 100% polyamide cordura® 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,pocket lining,215.0
72,#1138,jacket,"main: 100% polyester, 230 g/m². lining: 100% solution dyed polyamide 65 g/m². padding: 100% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m². collar lining: 100% polyester, 350 g/m²",jacket,,100% polyester,,main,230.0
73,#1138,jacket,"main: 100% polyester, 230 g/m². lining: 100% solution dyed polyamide 65 g/m². padding: 100% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m². collar lining: 100% polyester, 350 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
74,#1138,jacket,"main: 100% polyester, 230 g/m². lining: 100% solution dyed polyamide 65 g/m². padding: 100% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m². collar lining: 100% polyester, 350 g/m²",jacket,,100% polyester,,padding,120.0
75,#1138,jacket,"main: 100% polyester, 230 g/m². lining: 100% solution dyed polyamide 65 g/m². padding: 100% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m². collar lining: 100% polyester, 350 g/m²",jacket,,100% polyester,,pocket lining,215.0
76,#1138,jacket,"main: 100% polyester, 230 g/m². lining: 100% solution dyed polyamide 65 g/m². padding: 100% polyester 120 g/m². pocket lining: 100% polyester, 215 g/m². collar lining: 100% polyester, 350 g/m²",jacket,,100% polyester,,collar lining,350.0
77,#1148,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,main,175.0
78,#1148,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyamide,,contrast,220.0
79,#1148,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
80,#1148,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,insulation,
81,#1148,jacket,"main: 100% polyester, 175 g/m². contrast: 100% polyamide, 220 g/m². lining: 100% solution dyed polyamide, 65 g/m². insulation: 100% polyester. pocket lining: 100% polyester, 215 g/m²",jacket,,100% polyester,,pocket lining,215.0
82,#1158,jacket,"main: 100% polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.",jacket,,100% polyamide,,main,175.0
83,#1158,jacket,"main: 100% polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.",jacket,,100% cordura polyamide,,reinforcement,190.0
