,product_id,product_category,care_label,product_main_category,product_sub_category,updated_care_label,color,component,weight
539,#6215,pants,"main: 100% cotton, 380 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
540,#6224,pants,"main: 63% polyester, 37% cotton, 360 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 100% polyester cordura®, 320 g/m².",pants,,"63% polyester, 37% cotton",,main,360.0
541,#6224,pants,"main: 63% polyester, 37% cotton, 360 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 100% polyester cordura®, 320 g/m².",pants,,reinforcement 1: 100% polyamide cordura,,main,205.0
542,#6224,pants,"main: 63% polyester, 37% cotton, 360 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 100% polyester cordura®, 320 g/m².",pants,,reinforcement 2: 100% polyester cordura,,main,320.0
543,#6230,pants,"main: 85% polyester, 15% cotton, 270 g/m².  reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"85% polyester, 15% cotton",,main,270.0
544,#6230,pants,"main: 85% polyester, 15% cotton, 270 g/m².  reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
545,#6233,pants,"colour 0455, 0466 / main: 69% polyamide, 31% cotton, 250 g/m2. contrast: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².colour 9566 / main: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"69% polyamide, 31% cotton","0455, 0466",main,250.0
546,#6233,pants,"colour 0455, 0466 / main: 69% polyamide, 31% cotton, 250 g/m2. contrast: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².colour 9566 / main: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"85% polyester, 15% cotton","0455, 0466",contrast,270.0
547,#6233,pants,"colour 0455, 0466 / main: 69% polyamide, 31% cotton, 250 g/m2. contrast: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².colour 9566 / main: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,"0455, 0466",reinforcement,205.0
548,#6233,pants,"colour 0455, 0466 / main: 69% polyamide, 31% cotton, 250 g/m2. contrast: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².colour 9566 / main: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"85% polyester, 15% cotton",9566,main,270.0
549,#6233,pants,"colour 0455, 0466 / main: 69% polyamide, 31% cotton, 250 g/m2. contrast: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².colour 9566 / main: 85% polyester, 15% cotton, 270 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,9566,reinforcement,205.0
550,#6234,pants,"main: 61% polyester, 39% sorona® polyester, 260 g/m².  reinforcement: 100% cordura® polyamide, 205 g/m².  reinforcement: 53% cordura® stretch solution dyed polyamide, 47% cordura® solution dyed polyester, 283 g/m². ",pants,,"61% polyester, 39% sorona polyester",,main,260.0
551,#6234,pants,"main: 61% polyester, 39% sorona® polyester, 260 g/m².  reinforcement: 100% cordura® polyamide, 205 g/m².  reinforcement: 53% cordura® stretch solution dyed polyamide, 47% cordura® solution dyed polyester, 283 g/m². ",pants,,100% cordura polyamide,,reinforcement,205.0
552,#6234,pants,"main: 61% polyester, 39% sorona® polyester, 260 g/m².  reinforcement: 100% cordura® polyamide, 205 g/m².  reinforcement: 53% cordura® stretch solution dyed polyamide, 47% cordura® solution dyed polyester, 283 g/m². ",pants,,"53% cordura stretch solution dyed polyamide, 47% cordura solution dyed polyester",,reinforcement,283.0
553,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"47% cotton, 53% polyester",,main,251.0
554,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"91.5% polyamide, 8.5% elastane",,contrast,250.0
555,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"100% cordura, polyester",,reinforcement,320.0
556,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,100% cordura polyamide,,reinforcement,205.0
557,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,61% polyester 39% sorona polyester,0904,main,252.0
558,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"91.5% polyamide, 8.5% elastane",0904,contrast,250.0
559,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"53% solution dyed cordurapolyamide, 47% solution dyed cordura polyester",0904,reinforcement,283.0
560,#6241,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,100% polyamide cordura,0904,reinforcement,205.0
561,#6243,pants,"main: 61% polyester, 39% sorona® polyester, 260 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% cordura® solution dyed polyester, 283 g/m²",pants,,"61% polyester, 39% sorona polyester",,main,260.0
562,#6243,pants,"main: 61% polyester, 39% sorona® polyester, 260 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% cordura® solution dyed polyester, 283 g/m²",pants,,100% cordura polyamide,,reinforcement,205.0
563,#6243,pants,"main: 61% polyester, 39% sorona® polyester, 260 g/m². reinforcement: 100% cordura® polyamide, 205 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% cordura® solution dyed polyester, 283 g/m²",pants,,"53% solution dyed cordura polyamide, 47% cordura solution dyed polyester",,reinforcement,283.0
564,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"47% cotton, 53% polyester",,main,251.0
565,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"91.5% polyamide, 8.5% elastane",,contrast,250.0
566,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"100% cordura, polyester",,reinforcement,320.0
567,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,100% cordura polyamide,,reinforcement,205.0
568,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,61% polyester 39% sorona polyester,0904,main,252.0
569,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"91.5% polyamide, 8.5% elastane",0904,contrast,250.0
570,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"53% solution dyed cordura polyamide, 47% solution dyed cordura polyester",0904,reinforcement,283.0
571,#6247,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².   
colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura® polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,100% polyamide cordura,0904,reinforcement,205.0
572,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"47% cotton, 53% polyester",,main,251.0
573,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"91.5% polyamide, 8.5% elastane",,contrast,250.0
574,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"100% cordura, polyester",,reinforcement,320.0
575,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,100% cordura polyamide,,reinforcement,205.0
576,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,61% polyester 39% sorona polyester,0904,main,252.0
577,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"91.5% polyamide, 8.5% elastane",0904,contrast,250.0
578,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,"53% solution dyed cordurapolyamide, 47% solution dyed cordura polyester",0904,reinforcement,283.0
579,#6251,pants,"main: 47% cotton, 53% polyester, 251 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% cordura®, polyester 320 g/m². reinforcement: 100% cordura® polyamide, 205 g/m².  colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m². contrast: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 53% solution dyed cordura®polyamide, 47% solution dyed cordura® polyester, 283 g/m². reinforcement: 100% polyamide cordura®, 205 g/m²",pants,,100% polyamide cordura,0904,reinforcement,205.0
580,#6260,pants,"main: 55% protal®, 44% cotton, 1% antistatic, 275 gram. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 gram.
",pants,,"55% protal, 44% cotton, 1% antistatic",,main,275.0
581,#6260,pants,"main: 55% protal®, 44% cotton, 1% antistatic, 275 gram. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 gram.
",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
582,#6261,pants,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².
",pants,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
583,#6261,pants,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².
",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
584,#6262,pants,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².
",pants,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
585,#6262,pants,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².
",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
586,#6263,pants,"main: 49% modacryl fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².
",pants,,"49% modacryl fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
587,#6263,pants,"main: 49% modacryl fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².
",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
588,#6264,pants,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². reinforcement: 100% para-aramid, 545 g/m².",pants,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
589,#6264,pants,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². reinforcement: 100% para-aramid, 545 g/m².",pants,,100% para-aramid,,reinforcement,545.0
590,#6265,pants,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². reinforced with 100% para-aramid, 545 g/m².
",pants,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
591,#6265,pants,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². reinforced with 100% para-aramid, 545 g/m².
",pants,,reinforced 100% para-aramid,,main,545.0
592,#6266,pants,"main: 31% polyester, 28% modacrylic, 20% aramid kermel®, 20% cv fr, 1% antistatic, 320 g/m2. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m2.",pants,,"31% polyester, 28% modacrylic, 20% aramid kermel, 20% cv fr, 1% antistatic",,main,320.0
593,#6266,pants,"main: 31% polyester, 28% modacrylic, 20% aramid kermel®, 20% cv fr, 1% antistatic, 320 g/m2. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m2.",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
594,#6268,pants,"main: 52% modacrylic, 34% cotton, 10% polyamide fr, 3% elastane, 1% antistatic, 260 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².",pants,,"52% modacrylic, 34% cotton, 10% polyamide fr, 3% elastane, 1% antistatic",,main,260.0
595,#6268,pants,"main: 52% modacrylic, 34% cotton, 10% polyamide fr, 3% elastane, 1% antistatic, 260 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
596,#6271,pants,"main: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% polyester cordura®, 320 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"91.5% polyamide, 8.5% elastane",,main,250.0
597,#6271,pants,"main: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% polyester cordura®, 320 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyester cordura,,reinforcement,320.0
598,#6271,pants,"main: 91.5% polyamide, 8.5% elastane, 250 g/m². reinforcement: 100% polyester cordura®, 320 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
599,#6275,pants,"main: 88 % polyester, 12 % elastane, 218 g/m².
contrast: 65% polyester, 35% sorona® polyester 210 g/m².
reinforcement: 100% polyamide cordura® 205 g/m².
reinforcement:100% polyester cordura® 330 g/m².
",pants,,"88 % polyester, 12 % elastane",,main,218.0
600,#6275,pants,"main: 88 % polyester, 12 % elastane, 218 g/m².
contrast: 65% polyester, 35% sorona® polyester 210 g/m².
reinforcement: 100% polyamide cordura® 205 g/m².
reinforcement:100% polyester cordura® 330 g/m².
",pants,,"65% polyester, 35% sorona polyester",,contrast,210.0
601,#6275,pants,"main: 88 % polyester, 12 % elastane, 218 g/m².
contrast: 65% polyester, 35% sorona® polyester 210 g/m².
reinforcement: 100% polyamide cordura® 205 g/m².
reinforcement:100% polyester cordura® 330 g/m².
",pants,,100% polyamide cordura,,reinforcement,205.0
602,#6275,pants,"main: 88 % polyester, 12 % elastane, 218 g/m².
contrast: 65% polyester, 35% sorona® polyester 210 g/m².
reinforcement: 100% polyamide cordura® 205 g/m².
reinforcement:100% polyester cordura® 330 g/m².
",pants,,100% polyester cordura,,reinforcement,330.0
603,#6276,pants,"main: 55% protal®, 44% cotton, 1% antistatic, 275 gram. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 gram.",pants,,"55% protal, 44% cotton, 1% antistatic",,main,275.0
604,#6276,pants,"main: 55% protal®, 44% cotton, 1% antistatic, 275 gram. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 gram.",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
605,#6286,pants,"main: 55% protal®, 44% cotton, 1% antistatic, 275 gram. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 gram.",pants,,"55% protal, 44% cotton, 1% antistatic",,main,275.0
606,#6286,pants,"main: 55% protal®, 44% cotton, 1% antistatic, 275 gram. reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 gram.",pants,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
607,#6301,pants,"main: 69% polyamide, 31% cotton, 250 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"69% polyamide, 31% cotton",,main,250.0
608,#6301,pants,"main: 69% polyamide, 31% cotton, 250 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,100% polyamide cordura,,reinforcement,205.0
609,#6310,pants,"main: 45% polyester, 30% 37.5® polyester, 25% cotton, 202 g/m2. reinforcement: 100% polyamide cordura®, 250 g/m2.",pants,,"45% polyester, 30% 37.5 polyester, 25% cotton",,main,202.0
610,#6310,pants,"main: 45% polyester, 30% 37.5® polyester, 25% cotton, 202 g/m2. reinforcement: 100% polyamide cordura®, 250 g/m2.",pants,,100% polyamide cordura,,reinforcement,250.0
611,#6314,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 290 g/m².",pants,,"60% cotton, 40% polyester",,main,340.0
612,#6314,pants,"main: 60% cotton, 40% polyester, 340 g/m². reinforcement: 100% polyamide cordura®, 290 g/m².",pants,,100% polyamide cordura,,reinforcement,290.0
613,#6324,pants,"main: 63% polyester, 37% cotton, 360 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 100% polyester cordura®, 320 g/m².",pants,,"63% polyester, 37% cotton",,main,360.0
614,#6324,pants,"main: 63% polyester, 37% cotton, 360 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 100% polyester cordura®, 320 g/m².",pants,,reinforcement 1: 100% polyamide cordura,,main,205.0
615,#6324,pants,"main: 63% polyester, 37% cotton, 360 g/m². reinforcement 1: 100% polyamide cordura®, 205 g/m². reinforcement 2: 100% polyester cordura®, 320 g/m².",pants,,reinforcement 2: 100% polyester cordura,,main,320.0
616,#6331,pants,"main: 85% polyester, 15% cotton, 270 g/m².  reinforcement: 100% polyamide cordura®, 205 g/m².",pants,,"85% polyester, 15% cotton",,main,270.0
